Start date,End date,Open Price,Close Price,Low Price,High Price,Open Volume,Close Volume,Low Volume,High Volume
25-September-2007,9-October-2007,752.0,834.6,733.0,876.0,847820,1076864,537358,3224628
10-October-2007,23-October-2007,845.0,895.4,785.1,923.5,730183,753617,698185,1408539
24-October-2007,6-November-2007,905.0,859.8,850.0,1048.8,1307218,421640,421640,2692568
7-November-2007,20-November-2007,875.0,859.55,794.05,888.1,290235,807508,95397,807508
21-November-2007,4-December-2007,862.0,872.95,785.25,878.0,531558,837388,250666,837388
5-December-2007,18-December-2007,879.9,816.35,765.0,909.8,471195,714144,252232,1286406
19-December-2007,3-January-2008,850.0,926.75,808.0,952.0,531788,557396,373400,673370
4-January-2008,17-January-2008,929.7,810.15,802.55,943.2,353226,1069886,353226,1076984
18-January-2008,31-January-2008,810.0,733.5,557.0,818.5,824216,578924,377424,1958193
1-February-2008,14-February-2008,748.0,778.6,702.65,821.0,948784,653382,345607,1077493
15-February-2008,28-February-2008,771.0,823.7,757.0,845.85,1184735,771178,625845,1184735
29-February-2008,14-March-2008,819.0,715.25,692.05,838.0,1291447,1133794,569413,1713725
17-March-2008,1-April-2008,695.05,667.4,575.5,725.0,893769,713842,713842,2059947
2-April-2008,16-April-2008,691.1,690.65,641.0,709.6,949365,515053,485490,1205552
17-April-2008,2-May-2008,693.0,797.0,686.5,826.5,845692,899306,761909,1768442
5-May-2008,16-May-2008,798.95,890.9,787.15,911.0,789321,927197,789321,2023692
20-May-2008,2-June-2008,887.0,868.05,853.65,925.0,792494,989606,782824,1238747
3-June-2008,16-June-2008,851.0,848.35,751.95,876.0,996996,580954,580954,1583360
17-June-2008,30-June-2008,844.0,728.35,687.6,860.85,944629,1409119,944629,3442777
1-July-2008,14-July-2008,730.0,684.1,626.5,750.0,1448230,1190749,994098,2527171
15-July-2008,28-July-2008,680.0,603.95,583.0,680.2,875404,1288114,875404,2280402
29-July-2008,11-August-2008,592.0,644.8,577.5,699.9,1667306,990541,990541,2715100
12-August-2008,26-August-2008,648.0,577.55,570.5,651.8,2630882,1486649,1187098,2630882
27-August-2008,10-September-2008,581.0,535.0,532.1,605.4,1293496,2367023,656622,2367023
11-September-2008,24-September-2008,530.1,485.7,440.1,535.0,1440552,1077640,981994,2065949
25-September-2008,10-October-2008,488.55,287.5,278.25,492.8,11295880,2757632,1050195,11295880
13-October-2008,24-October-2008,282.1,178.3,174.15,328.0,1715239,5700812,1715239,5700812
27-October-2008,10-November-2008,175.0,214.45,150.0,249.8,4345240,4891995,1041570,5231539
11-November-2008,25-November-2008,212.65,150.8,149.5,212.65,4072245,3600638,2428549,4650145
26-November-2008,11-December-2008,154.9,217.85,146.35,225.9,4648556,5943211,1706821,7622809
12-December-2008,26-December-2008,212.0,211.5,204.25,237.35,4340959,2408586,2408586,5011238
29-December-2008,12-January-2009,212.0,200.3,198.95,260.0,3468931,3127969,2379435,4583832
13-January-2009,27-January-2009,199.0,172.3,165.1,215.8,3678219,2165036,2165036,4479848
28-January-2009,10-February-2009,175.0,196.95,167.1,203.95,6586378,4677994,1563512,6586378
11-February-2009,25-February-2009,193.9,162.35,158.5,197.95,2689832,1839243,1622324,3026957
26-February-2009,13-March-2009,160.9,166.7,148.65,174.9,1833416,3277337,1833416,7335968
16-March-2009,27-March-2009,166.0,223.5,163.0,227.75,2895986,8140766,2647924,8140766
30-March-2009,16-April-2009,220.0,269.15,192.75,298.0,6425254,6168011,3917459,6568388
17-April-2009,4-May-2009,275.25,263.0,229.65,287.4,7102638,4754081,4036265,7105164
5-May-2009,18-May-2009,268.0,316.95,253.25,325.0,6482876,72806,72806,7807257
19-May-2009,1-June-2009,328.2,437.95,269.9,446.7,7387307,3870447,2392434,8738577
2-June-2009,15-June-2009,438.0,434.05,400.0,496.4,5934618,2250352,2250352,15139361
16-June-2009,29-June-2009,419.95,397.15,380.0,455.4,4728601,1862975,1862975,6397518
30-June-2009,13-July-2009,400.0,338.9,330.6,442.9,3956310,2951971,2951971,6636880
14-July-2009,27-July-2009,345.0,457.35,345.0,459.6,2135919,3581091,2135919,9475387
28-July-2009,10-August-2009,459.0,456.0,422.0,492.1,4718144,3719863,2694655,6718843
11-August-2009,24-August-2009,454.0,458.15,420.15,482.75,2985321,1601878,1601878,4800809
25-August-2009,7-September-2009,455.95,441.85,408.55,466.9,2542210,1962043,1949332,5161848
8-September-2009,22-September-2009,434.95,521.5,434.95,545.0,4469874,2500851,2388610,7622490
23-September-2009,8-October-2009,529.6,535.1,493.6,538.0,2218785,2830093,1606502,3118500
9-October-2009,23-October-2009,538.0,531.05,529.05,600.0,2397371,1745526,420700,2756645
26-October-2009,9-November-2009,534.1,509.35,434.35,553.0,2051204,1846986,1846986,3829709
10-November-2009,23-November-2009,516.0,573.25,500.1,577.5,2329400,2696209,1564935,2860484
24-November-2009,7-December-2009,577.0,556.3,517.2,590.4,2437799,1871422,1545474,4675391
8-December-2009,21-December-2009,555.0,555.55,536.5,572.45,1613028,1800734,1613028,3233565
22-December-2009,7-January-2010,560.0,649.4,558.15,660.0,2600790,1862943,1701901,3628536
8-January-2010,21-January-2010,655.25,648.3,611.0,661.7,2121808,2458841,1020425,2708014
22-January-2010,5-February-2010,640.05,550.45,473.95,642.0,2305073,2856894,1537730,3455579
6-February-2010,19-February-2010,555.0,562.55,519.7,586.95,291073,1499476,291073,4772440
22-February-2010,8-March-2010,569.75,621.45,551.1,630.0,1178966,960112,960112,2054801
9-March-2010,22-March-2010,621.0,629.75,603.15,644.95,808689,948923,759724,1648500
23-March-2010,7-April-2010,635.0,684.2,626.8,737.0,921571,977230,603321,1823346
8-April-2010,22-April-2010,680.0,656.5,650.0,701.05,981396,1672259,812998,1672259
23-April-2010,6-May-2010,659.25,575.85,556.25,664.4,1992619,2611368,892599,3102723
7-May-2010,20-May-2010,563.0,507.85,503.7,608.8,2100093,3059162,1584896,3511945
21-May-2010,3-June-2010,494.6,485.8,473.4,524.4,3170017,2449818,2421149,4240755
4-June-2010,17-June-2010,486.0,482.2,450.1,497.85,2808824,1646426,1646426,3547374
18-June-2010,1-July-2010,480.0,474.9,472.5,506.8,1673732,1502559,1101219,3319884
2-July-2010,15-July-2010,475.0,511.3,470.0,519.45,2337237,1970819,684278,2337237
16-July-2010,29-July-2010,514.1,533.5,448.65,546.0,1067217,838828,838828,2838345
30-July-2010,12-August-2010,533.5,519.8,507.65,553.65,1539317,3581736,661057,3581736
13-August-2010,26-August-2010,522.5,501.85,493.1,541.0,2378483,1411754,1073335,2914318
27-August-2010,9-September-2010,504.0,593.2,502.0,596.6,2658917,2287950,879805,3477241
13-September-2010,24-September-2010,597.0,629.5,592.6,632.65,1727362,1459921,1456822,2298921
27-September-2010,8-October-2010,635.0,626.95,620.5,683.7,1710676,3349371,1111862,3349371
11-October-2010,22-October-2010,634.0,617.4,613.9,658.4,1035382,1550266,1025034,1756063
25-October-2010,5-November-2010,623.2,623.75,581.6,629.8,899280,429669,429669,2038624
8-November-2010,22-November-2010,625.0,623.2,594.55,647.35,1218594,1155518,950204,2367610
23-November-2010,6-December-2010,616.8,634.95,574.65,639.7,1572867,2174563,890607,2484636
7-December-2010,21-December-2010,640.4,675.55,595.0,678.8,1682077,1283589,1283589,2752376
22-December-2010,4-January-2011,676.5,694.5,655.0,713.8,1546833,1799740,570947,2315837
5-January-2011,18-January-2011,696.5,632.45,612.7,697.0,1368775,1052695,931779,2615154
19-January-2011,2-February-2011,634.9,625.7,615.65,662.8,1329932,3976184,852300,3976184
3-February-2011,16-February-2011,626.05,641.05,575.8,651.9,1761864,3408995,1234529,3408995
17-February-2011,3-March-2011,643.1,623.4,592.7,661.0,1851426,1328344,1114424,1949394
4-March-2011,17-March-2011,629.0,594.75,577.15,632.9,1101075,995235,979782,2614994
18-March-2011,31-March-2011,599.95,620.5,593.3,623.0,1261954,736961,628551,1261954
1-April-2011,18-April-2011,623.0,611.95,610.35,641.85,735486,770486,457736,795834
19-April-2011,3-May-2011,608.8,603.25,600.25,634.8,625179,711610,469298,713414
4-May-2011,17-May-2011,601.5,574.55,567.6,603.7,828205,994540,506789,994540
18-May-2011,31-May-2011,576.75,589.1,554.0,590.5,773290,713273,529392,1436995
1-June-2011,14-June-2011,593.0,561.3,558.5,597.55,1030348,697938,463636,1030348
15-June-2011,28-June-2011,562.7,587.3,550.1,592.3,597494,487958,466062,1133974
29-June-2011,12-July-2011,589.1,571.9,570.05,615.9,823749,710504,395033,823749
13-July-2011,26-July-2011,576.8,583.55,569.1,595.9,579996,302962,248289,579996
27-July-2011,9-August-2011,583.55,486.05,481.15,590.45,449420,2286636,364715,2286636
10-August-2011,24-August-2011,503.7,455.4,450.25,503.7,2163853,1369239,612209,2238227
25-August-2011,9-September-2011,458.0,476.95,419.1,503.8,1726549,830301,760370,1726549
12-September-2011,23-September-2011,469.9,432.3,425.45,476.8,1166653,1379412,619379,1557197
26-September-2011,10-October-2011,431.9,433.25,391.1,445.4,1073753,962352,731281,1646697
11-October-2011,24-October-2011,438.0,436.4,423.1,455.9,859601,538964,453640,1266855
25-October-2011,9-November-2011,438.0,448.8,436.7,491.8,1031596,1046382,241395,1312237
11-November-2011,24-November-2011,429.6,384.95,367.2,437.95,1786994,1858106,1447634,3242766
25-November-2011,9-December-2011,379.05,398.25,372.25,421.8,1372556,1157306,933647,1941667
12-December-2011,23-December-2011,402.5,347.25,341.55,405.4,1190579,1555309,1142386,1831409
26-December-2011,6-January-2012,348.8,363.2,332.35,371.2,1235189,1278977,875408,1619137
7-January-2012,19-January-2012,363.25,435.2,354.65,448.0,90197,1382667,90197,3219083
20-January-2012,3-February-2012,438.0,467.25,422.1,479.65,1480492,1114607,982795,1744819
6-February-2012,17-February-2012,474.8,478.0,432.0,497.0,1124670,1024250,1024250,5180696
21-February-2012,3-March-2012,482.0,466.95,439.05,500.9,1853628,75613,75613,1853628
5-March-2012,19-March-2012,464.0,447.9,378.65,476.0,814219,928424,790131,1836774
20-March-2012,2-April-2012,449.2,471.85,438.0,477.4,1013023,827671,827671,1885235
3-April-2012,18-April-2012,476.0,463.7,444.1,482.0,807940,632501,632501,1048094
19-April-2012,2-May-2012,466.0,462.15,455.3,479.4,516673,414952,35500,1160220
3-May-2012,16-May-2012,458.0,401.55,399.0,459.85,687322,1188965,687322,1188965
17-May-2012,30-May-2012,403.5,410.25,389.0,418.2,984476,510422,510422,2288658
31-May-2012,13-June-2012,406.0,411.4,389.1,419.5,658424,656781,557974,822582
14-June-2012,27-June-2012,411.25,420.7,405.2,431.9,672378,709577,522303,1215789
28-June-2012,11-July-2012,422.1,436.35,420.5,454.9,679286,573894,414018,794452
12-July-2012,25-July-2012,435.3,387.45,386.5,436.25,534092,897497,402991,897497
26-July-2012,8-August-2012,388.0,408.35,382.15,416.7,968191,739911,448379,968191
9-August-2012,24-August-2012,405.55,387.7,385.2,409.75,614698,964314,473913,1451792
27-August-2012,7-September-2012,390.7,370.7,347.55,391.3,906832,1468892,553667,1468892
8-September-2012,21-September-2012,372.1,409.0,371.0,415.0,151012,1051301,151012,1413542
24-September-2012,8-October-2012,410.0,407.55,393.0,417.8,703861,1314398,703861,1314398
9-October-2012,22-October-2012,411.2,407.85,403.1,426.0,836428,434891,434891,1227392
23-October-2012,6-November-2012,404.45,398.7,388.65,409.75,488468,405928,335086,737636
7-November-2012,21-November-2012,396.9,364.35,359.15,408.85,430442,554971,223432,1385003
22-November-2012,6-December-2012,367.35,399.65,361.3,402.35,489845,428175,373021,660844
7-December-2012,20-December-2012,401.9,431.4,387.2,433.65,568924,1603931,342657,1937353
21-December-2012,4-January-2013,427.9,433.4,425.2,444.35,1292956,493840,352592,1292956
7-January-2013,18-January-2013,434.15,414.65,409.2,448.1,1309345,648451,483405,1309345
21-January-2013,1-February-2013,416.0,400.75,397.1,419.45,548710,588391,382580,850337
4-February-2013,15-February-2013,403.0,375.95,368.2,404.25,563185,683485,457173,1168517
18-February-2013,1-March-2013,376.0,341.6,338.8,389.3,664211,735262,462575,1217480
4-March-2013,15-March-2013,340.0,354.35,333.55,362.75,681514,553545,464235,935643
18-March-2013,2-April-2013,348.0,319.85,300.85,352.0,398058,653515,398058,1991737
3-April-2013,16-April-2013,319.7,298.2,292.7,325.0,755694,1147192,539305,1307549
17-April-2013,3-May-2013,300.25,311.2,294.0,316.5,1108904,1366727,591680,1366727
6-May-2013,16-May-2013,313.25,311.35,296.7,326.95,1121798,835285,27451,1345255
17-May-2013,30-May-2013,313.0,301.8,295.6,323.5,511451,991693,505429,1754819
31-May-2013,13-June-2013,304.0,266.15,264.6,304.0,1394462,1141577,502691,1394462
14-June-2013,27-June-2013,270.0,264.25,261.55,293.25,861072,657011,524328,1275723
28-June-2013,11-July-2013,268.0,261.3,255.6,286.35,727746,910655,628477,979812
12-July-2013,25-July-2013,262.0,223.05,222.1,264.1,720849,1015146,720849,1015146
26-July-2013,8-August-2013,224.0,218.45,195.4,226.5,960093,1322959,913391,1449885
12-August-2013,26-August-2013,220.25,277.45,220.0,285.4,2527700,1727219,1346456,3074485
27-August-2013,10-September-2013,275.05,300.75,265.2,301.9,1382734,1147782,1147782,1972434
11-September-2013,24-September-2013,301.25,292.6,285.05,318.25,1778482,682075,682075,1778482
25-September-2013,9-October-2013,294.5,302.9,266.15,305.6,694855,878279,694855,1867185
10-October-2013,24-October-2013,305.05,332.1,301.0,343.85,1068485,880451,740042,2408264
25-October-2013,7-November-2013,330.0,345.7,308.9,349.8,1010827,2163687,239445,2163687
8-November-2013,22-November-2013,344.85,392.0,343.5,395.0,1539494,1264557,990201,2831140
25-November-2013,6-December-2013,394.9,422.6,388.0,423.5,828958,664386,619931,1299261
9-December-2013,20-December-2013,430.55,417.85,406.25,431.75,668923,556257,487310,773508
23-December-2013,6-January-2014,418.0,408.25,404.8,435.4,564865,559345,252640,1027247
7-January-2014,20-January-2014,408.95,374.75,370.5,412.0,866453,484445,470273,866453
21-January-2014,3-February-2014,376.9,343.4,341.6,393.3,460307,446073,330316,885918
4-February-2014,17-February-2014,339.3,373.5,336.0,399.9,1217662,595131,595131,1717705
18-February-2014,4-March-2014,374.7,351.75,341.0,381.45,647717,827897,423056,1532847
5-March-2014,19-March-2014,355.0,356.3,332.2,372.9,890641,1687537,693985,1801219
20-March-2014,1-April-2014,357.35,401.3,347.65,403.3,923958,1552805,81280,1552805
2-April-2014,17-April-2014,403.0,418.8,394.65,424.5,821639,583087,324466,1160818
21-April-2014,6-May-2014,419.0,400.85,388.75,432.7,659440,454300,454300,1069208
7-May-2014,20-May-2014,400.75,467.0,396.5,484.85,443663,1322914,415735,3575167
21-May-2014,3-June-2014,467.9,525.75,455.05,527.15,786048,2218852,547927,2218852
4-June-2014,17-June-2014,528.0,532.1,512.5,578.6,1541099,1312947,633403,1541099
18-June-2014,1-July-2014,535.0,541.35,515.0,545.35,1034889,771225,369212,1034889
2-July-2014,15-July-2014,546.5,526.25,493.65,550.0,587296,588550,168406,1200739
16-July-2014,30-July-2014,529.0,544.9,525.5,573.9,967486,638535,523516,1143383
31-July-2014,13-August-2014,545.0,534.7,528.6,568.55,1113939,769452,616110,1388277
14-August-2014,28-August-2014,534.0,513.55,509.55,554.0,1544010,406380,376076,1544010
1-September-2014,12-September-2014,515.15,517.05,505.0,531.0,721248,511641,495847,798995
15-September-2014,26-September-2014,514.0,474.2,451.1,515.0,593391,735131,537524,1276889
29-September-2014,16-October-2014,475.0,439.85,435.45,480.0,582286,1151952,582286,1291048
17-October-2014,31-October-2014,443.1,489.35,436.45,492.7,1002200,911390,127216,1002200
3-November-2014,18-November-2014,492.0,486.45,462.3,495.3,605821,609022,463578,948138
19-November-2014,2-December-2014,487.0,464.8,458.65,492.5,803261,530143,426926,974296
3-December-2014,16-December-2014,467.0,389.4,387.05,469.5,475987,1103596,394483,1336161
17-December-2014,31-December-2014,393.0,399.35,388.0,410.8,1343202,360337,360337,1343202
