Start date,End date,Open Price,Close Price,Low Price,High Price,Open Volume,Close Volume,Low Volume,High Volume
2014-07-28,2014-08-08,75.169998,73.059998,71.550003,75.5,41725000,27202000,27202000,43992000
2014-08-11,2014-08-22,73.459999,74.57,72.220001,75.580002,24591000,20897000,20102000,38846600
2014-08-25,2014-09-08,74.940002,77.889999,73.730003,78.169998,19734000,28183000,19734000,36323000
2014-09-09,2014-09-22,77.589996,76.800003,73.07,78.360001,28882000,31961000,23031000,76671000
2014-09-23,2014-10-06,76.330002,77.559998,75.639999,79.709999,36814000,25729000,23340000,55090000
2014-10-07,2014-10-20,77.050003,76.949997,70.32,77.949997,25317000,34701000,25317000,76342000
2014-10-21,2014-11-03,77.559998,73.879997,72.900002,81.160004,32252000,40727000,30169000,106120000
2014-11-04,2014-11-17,74.230003,74.239998,73.540001,76.800003,39326000,28701200,18715700,39326000
2014-11-18,2014-12-02,74.449997,75.459999,72.510002,78.269997,20690500,16724600,15992000,32695300
2014-12-03,2014-12-16,75.379997,74.690002,74.400002,78.879997,16689900,31554600,14362800,33462100
2014-12-17,2014-12-31,75.010002,78.019997,74.900002,82.169998,29203900,20040400,7685500,43335000
